feature,pearson_r,p_value,p_fdr_BH,n_samples,fisher_z,t_statistic,abs_r,neg_log10_p,sig_p_0_05,sig_p_0_01,sig_p_0_001,sig_fdr_0_05,sig_fdr_0_10
"Frequency of consuming six or more units of alcohol (0.0)",0.018467012606928,0.00117327276256435,0.0226408121095989,30880,3.24536517141641,3.24560223363858,0.018467012606928,2.9306010113237,1,1,0,1,1
"Diagnoses - secondary ICD10 (I489)",-0.0153734418307829,0.00117695503337558,0.0226859426239117,44535,-3.2444525480899,-3.24461679975204,0.0153734418307829,2.92924012945046,1,1,0,1,1
"Weekly usage of mobile phone in last 3 months (2.0)",0.0154868692761946,0.00118308028197169,0.022778005200789,43845,3.2429745154529,3.24314115798731,0.0154868692761946,2.92698578382997,1,1,0,1,1
"Diagnoses - ICD10 (W199 - W19.9 Unspecified place)",-0.0153597451492896,0.00118895772067181,0.0228417563092053,44535,-3.24156150862684,-3.24172538643085,0.0153597451492896,2.92483358861545,1,1,0,1,1
"Diagnoses - secondary ICD10 (Z115)",-0.0153595869000022,0.00118909705630983,0.0228417563092053,44535,-3.24152810602215,-3.24169197951023,0.0153595869000022,2.92478269601249,1,1,0,1,1
"Treatment/medication code (1141171496.0 - trospium)",-0.0153517763689011,0.0011959928643566,0.0229481130848422,44535,-3.23987949164206,-3.2400431522141,0.0153517763689011,2.92227141146784,1,1,0,1,1
"Diagnoses - secondary ICD10 (R309)",-0.0153441122025452,0.00120279534388371,0.0230524397065567,44535,-3.23826177170735,-3.23842522354554,0.0153441122025452,2.91980826175669,1,1,0,1,1
"Operative procedures - OPCS4 (H289 - H28.9 Unspecified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope)",-0.015341371232769,0.00120523680896241,0.0230730425389233,44535,-3.23768321945084,-3.23784659668484,0.015341371232769,2.91892761307141,1,1,0,1,1
"Operative procedures - secondary OPCS4 (A515 - A51.5 Repair of dura of spinal cord)",-0.0153332270216142,0.00121251813997109,0.0231861481239092,44535,-3.23596417424469,-3.23612732995176,0.0153332270216142,2.91631175538103,1,1,0,1,1
"Diagnoses - main ICD10 (R32)",-0.0153308480769289,0.00121465269030922,0.023200690809809,44535,-3.23546203687139,-3.23562512791042,0.0153308480769289,2.91554788358377,1,1,0,1,1
"Diagnoses - ICD10 (S7200 - S72.00 Fracture of neck of femur (closed))",-0.0153263998539363,0.00121865325243993,0.0232373970409539,44535,-3.23452312526521,-3.23468609543514,0.0153263998539363,2.91411984809281,1,1,0,1,1
"Diagnoses - secondary ICD10 (S700)",-0.01532491734079,0.00121998926976498,0.0232373970409539,44535,-3.2342102028521,-3.23437313275276,0.01532491734079,2.91364398908128,1,1,0,1,1
"Operative procedures - main OPCS4 (M136 - M13.6 Percutaneous insertion of nephrostomy tube)",-0.0153241258966261,0.00122070306042796,0.0232373970409539,44535,-3.23404314827349,-3.23420605667918,0.0153241258966261,2.91338996660481,1,1,0,1,1
"Diagnoses - main ICD10 (S300)",-0.0153175509372018,0.00122664783920888,0.0233242666272995,44535,-3.23265533470149,-3.23281806461515,0.0153175509372018,2.91128010185357,1,1,0,1,1
"Minimum carotid IMT (intima-medial thickness) at 240 degrees  (2.0)",0.0182724582301664,0.00122908915556526,0.0233443986408542,31284,3.23210628240503,3.23233784777884,0.0182724582301664,2.9104166131545,1,1,0,1,1
"Treatment/medication code (1141145630.0 - nitromin 400micrograms cfc-free spray)",-0.0152986461369093,0.00124388998153433,0.0235687579600412,44535,-3.22866499400297,-3.22882721148231,0.0152986461369093,2.90521803003548,1,1,0,1,1
"Diagnoses - main ICD10 (K729)",-0.0152971618678001,0.00124525314172167,0.0235687579600412,44535,-3.22835170121523,-3.22851387851082,0.0152971618678001,2.90474235388736,1,1,0,1,1
"Operative procedures - secondary OPCS4 (Z838 - Z83.8 Specified joint of finger NEC)",-0.015296318877779,0.00124602796203793,0.0235687579600412,44535,-3.22817376671351,-3.22833592118992,0.015296318877779,2.90447221159136,1,1,0,1,1
"Diagnoses - secondary ICD10 (M4799)",-0.0152958217507756,0.00124648509673182,0.0235687579600412,44535,-3.22806883540755,-3.22823097642816,0.0152958217507756,2.90431290965586,1,1,0,1,1
"Diagnoses - main ICD10 (Z115)",-0.0152893566420314,0.00125244422707479,0.0236549449375367,44535,-3.2267042098153,-3.22686617591644,0.0152893566420314,2.90224160471259,1,1,0,1,1
"Alcohol drinker status (0.0)",0.0152875968638459,0.00125804549137274,0.0237341878456186,44510,3.22542701477631,3.22558890817467,0.0152875968638459,2.90030365436377,1,1,0,1,1
"Time to complete round (0.2)",-0.0154491094138325,0.00125953438321125,0.0237357567639753,43575,-3.22508935467712,-3.22525467797958,0.0154491094138325,2.899789972481,1,1,0,1,1
"Diagnoses - secondary ICD10 (A084)",-0.0152737845904005,0.00126690570772958,0.0238480522575407,44535,-3.22341733346724,-3.22357887880615,0.0152737845904005,2.8972557072449,1,1,0,1,1
"Recent thoughts of suicide or self-harm (0.0)",0.0193928582497337,0.00127014618333606,0.0238824257300994,27612,3.22271287311517,3.22297329538305,0.0193928582497337,2.89614629245927,1,1,0,1,1
"Operative procedures - main OPCS4 (X375 - X37.5 Intramuscular injection for local action)",-0.0152602655032838,0.00127958548358911,0.0240331489325941,44535,-3.22056378860396,-3.22072496928684,0.0152602655032838,2.89293069546579,1,1,0,1,1
"Liking for hard cheese (0.0)",0.0175270265400733,0.00129261460123398,0.0242508861575952,33699,3.21767292547139,3.21788545252446,0.0175270265400733,2.8885309426424,1,1,0,1,1
"Diagnoses - ICD10 (N183 - N18.3 Chronic kidney disease, stage 3)",-0.0152395987290843,0.00129919576889681,0.0243473036157853,44535,-3.21620154608861,-3.21636217045626,0.0152395987290843,2.88632540247156,1,1,0,1,1
"Diagnoses - main ICD10 (R18)",-0.0152347064922443,0.00130387833555776,0.0244079664034287,44535,-3.2151689168541,-3.21532940973218,0.0152347064922443,2.88476293058339,1,1,0,1,1
"Diagnoses - main ICD10 (E859)",-0.0152303787870593,0.00130803354289795,0.0244586338558493,44535,-3.21425544630667,-3.21441582293236,0.0152303787870593,2.88338111892559,1,1,0,1,1
"Diagnoses - main ICD10 (C719)",-0.0151843494504894,0.00135299065803538,0.0252712912178401,44535,-3.20453980966971,-3.20469895356352,0.0151843494504894,2.86870520205551,1,1,0,1,1
"Diagnoses - main ICD10 (I728)",-0.0151814852495469,0.00135583470753762,0.025296429874887,44535,-3.20393524925233,-3.20409431666349,0.0151814852495469,2.86779325293201,1,1,0,1,1
"Operative procedures - OPCS4 (G488 - G48.8 Other specified other operations on stomach)",-0.0151644867462256,0.00137282740470381,0.025559943298096,44535,-3.20034729597303,-3.20050591001489,0.0151644867462256,2.86238405992016,1,1,0,1,1
"External causes - ICD10 (W199 - W19.9 Unspecified place)",-0.0151643290150511,0.00137298599771235,0.025559943298096,44535,-3.20031400292798,-3.20047261276728,0.0151643290150511,2.86233389185812,1,1,0,1,1
"Diagnoses - ICD10 (M1395 - M13.95 Arthritis, unspecified (Pelvic region and thigh))",-0.0151609134811393,0.00137642434111333,0.0255957323785226,44535,-3.19959307050153,-3.19975158935812,0.0151609134811393,2.86124765578539,1,1,0,1,1
"Diagnoses - main ICD10 (H547)",-0.0151504673841049,0.00138698954330847,0.0257638266653064,44535,-3.19738816529686,-3.19754640612287,0.0151504673841049,2.85792681311601,1,1,0,1,1
"Diagnoses - secondary ICD10 (M8098)",-0.0151364820119888,0.00140125147295431,0.026000144088828,44535,-3.19443621029864,-3.19459407944031,0.0151364820119888,2.85348391787915,1,1,0,1,1
"Diagnoses - main ICD10 (F209)",-0.0151321269244954,0.00140572021521842,0.0260544301141197,44535,-3.19351696277227,-3.19367471629799,0.0151321269244954,2.85210110967047,1,1,0,1,1
"Operative procedures - secondary OPCS4 (T591 - T59.1 Excision of ganglion of wrist)",-0.0151305911472411,0.00140729920291419,0.026055095439919,44535,-3.19319279952217,-3.19335051229158,0.0151305911472411,2.85161355831489,1,1,0,1,1
"Operative procedures - OPCS4 (X334 - X33.4 Autologous peripheral blood stem cell transplant)",-0.0151265686378422,0.00141144264304298,0.0261031862297708,44535,-3.19234375086824,-3.19250135692436,0.0151265686378422,2.85033676563329,1,1,0,1,1
"Non-cancer illness code, self-reported (1297.0 - muscle/soft tissue problem)",-0.0151171134699719,0.00142122639533702,0.0262553694587152,44535,-3.19034800763435,-3.19050536305753,0.0151171134699719,2.84733673529278,1,1,0,1,1
"Operation code (1403.0 - inguinal/femoral hernia repair)",-0.0151007482553605,0.00143830821219712,0.0265418952600529,44535,-3.18689373225492,-3.18705065455151,0.0151007482553605,2.84214803988242,1,1,0,1,1
"Values wanted (1.14)",0.018550193634827,0.00144755473208652,0.0266833642481233,29477,3.18506140341033,3.18529815123719,0.018550193634827,2.83936500660309,1,1,0,1,1
"Liking for red meat (0.0)",0.0173979306922198,0.00145092644402256,0.0267163500625093,33497,3.18438030161876,3.18458852071101,0.0173979306922198,2.83835460394051,1,1,0,1,1
"Diagnoses - secondary ICD10 (H109)",-0.0150852285038254,0.00145468217946538,0.0267563274512777,44535,-3.18361791393682,-3.18377442627221,0.0150852285038254,2.83723188144202,1,1,0,1,1
"Diagnoses - main ICD10 (H579)",-0.0150746769725497,0.00146591239026507,0.0269335481062304,44535,-3.18139075934865,-3.1815469933989,0.0150746769725497,2.83389198437524,1,1,0,1,1
"Diagnoses - secondary ICD10 (I479)",-0.0150499766619909,0.00149251456072944,0.0273925090846919,44535,-3.17617716718641,-3.17633275117852,0.0150499766619909,2.82608142327156,1,1,0,1,1
"Diagnoses - ICD10 (M169 - M16.9 Coxarthrosis, unspecified)",-0.015024256426848,0.00152068730761728,0.0278792673063167,44535,-3.17074829963197,-3.17090320878475,0.015024256426848,2.81796007887102,1,1,0,1,1
"Diagnoses - ICD10 (I259 - I25.9 Chronic ischaemic heart disease, unspecified)",-0.0150223033713585,0.00152284647814317,0.0278885713486414,44535,-3.17033606097599,-3.1704909189709,0.0150223033713585,2.81734387674008,1,1,0,1,1
"Types of physical activity in last 4 weeks (0.1)",-0.0168264437769214,0.00153609221500555,0.0281006685269434,35440,-3.1678295466004,-3.16802375955124,0.0168264437769214,2.81358271186575,1,1,0,1,1
"Diagnoses - secondary ICD10 (G403)",-0.0149833526943516,0.00156650186440171,0.0286107953094348,44535,-3.1621146023614,-3.16226844261727,0.0149833526943516,2.80506908389821,1,1,0,1,1
"Operative procedures - secondary OPCS4 (M274 - M27.4 Ureteroscopic insertion of ureteric stent)",-0.0149825912620214,0.00156736663673244,0.0286107953094348,44535,-3.16195388421368,-3.16210770462201,0.0149825912620214,2.80482940194555,1,1,0,1,1
"Non-cancer illness code, self-reported (1289.0 - schizophrenia)",-0.0149809924642352,0.00156918385061061,0.0286130338202593,44535,-3.16161642046342,-3.16177019920341,0.0149809924642352,2.80432617009819,1,1,0,1,1
"Treatment/medication code (1140871688.0 - solpadol caplet)",-0.0149786911824449,0.00157180292253083,0.0286298730819127,44535,-3.16113068102552,-3.16128439980303,0.0149786911824449,2.80360190805672,1,1,0,1,1
"Weekly usage of mobile phone in last 3 months (0.0)",0.015084803841322,0.00158479681022509,0.0288354462722528,43844,3.1587324183581,3.15888825954114,0.015084803841322,2.80002641158803,1,1,0,1,1
"Operative procedures - OPCS4 (X368 - X36.8 Other specified blood withdrawal)",-0.0149531458410547,0.0016011474202857,0.0291015868584758,44535,-3.15573874047929,-3.15589179476871,0.0149531458410547,2.79556868003003,1,1,0,1,1
"Type of cancer: ICD10 (C445 - C44.5 Skin of trunk)",-0.0149458277873308,0.00160964627842112,0.0292245993668179,44535,-3.15419409519196,-3.15434695950333,0.0149458277873308,2.79326955018406,1,1,0,1,1
"Operative procedures - secondary OPCS4 (C903 - C90.3 Subtenons anaesthetic)",-0.0149306350228706,0.00162742320567545,0.0295156185046508,44535,-3.15098731029886,-3.15113978074284,0.0149306350228706,2.78849949562507,1,1,0,1,1
"Diagnoses - secondary ICD10 (M7916)",-0.0149245060462911,0.00163464567924711,0.0296147985988063,44535,-3.14969364822062,-3.14984595997901,0.0149245060462911,2.78657636913448,1,1,0,1,1
"Diagnoses - secondary ICD10 (S931)",-0.0149222047166954,0.00163736520748952,0.0296322738783071,44535,-3.14920789951296,-3.1493601517181,0.0149222047166954,2.78585444220825,1,1,0,1,1
"Treatment/medication code (1141157418.0 - budesonide product)",-0.0149104279571127,0.0016513473279182,0.0298533186637032,44535,-3.14672214321072,-3.14687409092094,0.0149104279571127,2.78216157196203,1,1,0,1,1
"Liking for lager (0.0)",0.0172597601040316,0.00165392647449597,0.0298679663335449,33226,3.14627956172069,3.14648316042241,0.0172597601040316,2.78148380096874,1,1,0,1,1
"Diagnoses - main ICD10 (Z857)",-0.0149052651710148,0.00165751148538599,0.0299007280242975,44535,-3.14563241859276,-3.14578423295387,0.0149052651710148,2.7805434535582,1,1,0,1,1
"Diagnoses - ICD10 (H021 - H02.1 Ectropion of eyelid)",-0.0149032841839746,0.00165988231850052,0.0299115399657218,44535,-3.14521428581042,-3.14536604902709,0.0149032841839746,2.77992270125966,1,1,0,1,1
"Non-cancer illness code, self-reported (1093.0 - pulmonary embolism +/- dvt)",-0.0148982882338914,0.00166587530391932,0.0299875314570125,44535,-3.1441597759883,-3.14431141027609,0.0148982882338914,2.77835751004,1,1,0,1,1
"Diagnoses - ICD10 (E668 - E66.8 Other obesity)",-0.0148825520555148,0.00168488227241385,0.0302973771775376,44535,-3.14083829573745,-3.14098952443988,0.0148825520555148,2.77343043914115,1,1,0,1,1
"Diagnoses - main ICD10 (L984)",-0.0148775494661778,0.00169096631973278,0.0303744322432851,44535,-3.13978238520075,-3.13993348512919,0.0148775494661778,2.77186504249089,1,1,0,1,1
"Operative procedures - secondary OPCS4 (U211 - U21.1 Magnetic resonance imaging NEC)",-0.0148732578930988,0.0016962017404848,0.0304360960553516,44535,-3.13887655098147,-3.13902754050118,0.0148732578930988,2.77052249549392,1,1,0,1,1
"Diagnoses - ICD10 (G258 - G25.8 Other specified extrapyramidal and movement disorders)",-0.014868036030467,0.00170259215601754,0.0305183317986796,44535,-3.13777435812498,-3.13792521338056,0.014868036030467,2.76888937176953,1,1,0,1,1
"Operation code (1118.0 - ent surgery)",-0.0148588685190608,0.00171386476933355,0.0306878119090107,44535,-3.13583934678246,-3.13598996653077,0.0148588685190608,2.76602344860254,1,1,0,1,1
"Treatment/medication code (1140909674.0 - cod liver oil capsule)",-0.0148379554705923,0.00173983735221587,0.0311198661993273,44535,-3.13142517524632,-3.13157525873908,0.0148379554705923,2.7594913496121,1,1,0,1,1
"Operative procedures - secondary OPCS4 (C646 - C64.6 Stretching of iris)",-0.0148297274782772,0.00175015479363966,0.0312712843286831,44535,-3.12968847225824,-3.1298383451434,0.0148297274782772,2.75692353814198,1,1,0,1,1
"Diagnoses - secondary ICD10 (E872)",-0.014826943548949,0.0017536584017272,0.031300763333154,44535,-3.12910086140399,-3.12925066307838,0.014826943548949,2.75605499973455,1,1,0,1,1
"Treatment/medication code (1140911732.0 - garlic product)",-0.0148178016667062,0.00176520897420391,0.0314736573700454,44535,-3.12717126203171,-3.12732083003446,0.0148178016667062,2.75320387329525,1,1,0,1,1
"Tea intake (2.0)",-0.0148593077685849,0.00178044112718691,0.0317117599499483,44215,-3.12464458717338,-3.12479492995151,0.0148593077685849,2.7494723823158,1,1,0,1,1
"Operative procedures - OPCS4 (E641 - E64.1 Endoscopic extirpation of lesion of nasal cavity)",-0.0147977401477797,0.00179080181561114,0.0318626856233868,44535,-3.12293683015556,-3.12308588629115,0.0147977401477797,2.74695247397728,1,1,0,1,1
"Ethnic background (0.0)",-0.0148171030334042,0.00179372899544601,0.0318679961270362,44405,-3.12245618320559,-3.12260561756196,0.0148171030334042,2.7462431714775,1,1,0,1,1
"Diagnoses - secondary ICD10 (S409)",-0.0147945271462066,0.00179493224224214,0.0318679961270362,44535,-3.12225865460763,-3.12240762888075,0.0147945271462066,2.74595194116687,1,1,0,1,1
"Diagnoses - main ICD10 (C900)",-0.0147926608182761,0.00179733549088343,0.0318679961270362,44535,-3.12186472455716,-3.12201365129388,0.0147926608182761,2.74537084985809,1,1,0,1,1
"Operative procedures - OPCS4 (L544 - L54.4 Percutaneous transluminal insertion of stent into iliac artery)",-0.0147916411867107,0.00179864970737729,0.0318679961270362,44535,-3.12164950862952,-3.12179840940025,0.0147916411867107,2.74505340862001,1,1,0,1,1
"Diagnoses - secondary ICD10 (J22)",-0.0147821481643867,0.00181092784594825,0.0320519042755096,44535,-3.11964579536958,-3.11979445454637,0.0147821481643867,2.7420988532369,1,1,0,1,1
"Waist circumference (0.0)",-0.014786551847555,0.00181426511019611,0.032072982673813,44493,-3.11910337049966,-3.11925210460255,0.014786551847555,2.74129925118843,1,1,0,1,1
"Diagnoses - secondary ICD10 (Z801)",-0.0147768473890918,0.00181781725903696,0.032072982673813,44535,-3.11852694922546,-3.11867547362189,0.0147768473890918,2.74044977753916,1,1,0,1,1
"Diagnoses - ICD10 (Z801 - Z80.1 Family history of malignant neoplasm of trachea, bronchus and lung)",-0.0147768473890918,0.00181781725903696,0.032072982673813,44535,-3.11852694922546,-3.11867547362189,0.0147768473890918,2.74044977753916,1,1,0,1,1
"Medication for pain relief, constipation, heartburn (2.0)",-0.0148758337627315,0.00182159784144765,0.032106137320296,43927,-3.1179151773016,-3.11806568293988,0.0148758337627315,2.73954749702177,1,1,0,1,1
"Operative procedures - OPCS4 (T462 - T46.2 Drainage of ascites NEC)",-0.0147557706070556,0.00184544967986669,0.032492615062095,44535,-3.11407822883854,-3.11422621819255,0.0147557706070556,2.73389779227497,1,1,0,1,1
"Time to press last digit (left) (2.8)",-0.0150458005798424,0.00186775470574782,0.0328064570505153,42737,-3.11053325398391,-3.11068702672033,0.0150458005798424,2.72868016072648,1,1,0,1,1
"Diagnoses - ICD10 (N280 - N28.0 Ischaemia and infarction of kidney)",-0.014738964237785,0.00186775941017828,0.0328064570505153,44535,-3.11053087537307,-3.11067843908293,0.014738964237785,2.72867906684322,1,1,0,1,1
"Diagnoses - secondary ICD10 (S600)",-0.0147367060798594,0.0018707758257584,0.0328064570505153,44535,-3.11005424166582,-3.11020174825179,0.0147367060798594,2.7279782506983,1,1,0,1,1
"Interval between previous point and current one in numeric path (trail #1) (1.20)",-0.0171288348281977,0.00187104638079042,0.0328064570505153,32963,-3.11002515664864,-3.11022444802891,0.0171288348281977,2.72791544677488,1,1,0,1,1
"Currently suffering from hearing loss (0.0)",-0.016521844115008,0.00187708959990446,0.0328782758240527,35408,-3.10906885980821,-3.10925424415245,0.016521844115008,2.72651499652338,1,1,0,1,1
"Operation code (1361.0 - vaginal prolapse/colposuspension)",-0.014726733283583,0.00188415094126247,0.0329677602520382,44535,-3.10794926488358,-3.1080965193807,0.014726733283583,2.72488430837353,1,1,0,1,1
"Diagnoses - main ICD10 (R900)",-0.0147104051140298,0.00190623938093947,0.033319722512591,44535,-3.10450284889955,-3.10464969132667,0.0147104051140298,2.71982256262048,1,1,0,1,1
"Diagnoses - secondary ICD10 (R222)",-0.0147048339437694,0.00191383020058004,0.0334178106895492,44535,-3.10332693239619,-3.10347363441463,0.0147048339437694,2.71809659645591,1,1,0,1,1
"Ventricular rate (2.0)",-0.0155870768432087,0.0019171186417814,0.0334406490356188,39623,-3.10282360973473,-3.10298843234481,0.0155870768432087,2.71735100977368,1,1,0,1,1
"Diagnoses - main ICD10 (O701)",0.0147007074722825,0.00191947047529793,0.033447119685661,44535,3.10245595107573,3.10260254915799,0.0147007074722825,2.7168185636788,1,1,0,1,1
"Anterior thigh fat-free muscle volume (left) (2.0)",0.016360637712684,0.00192565252471892,0.0335202503916279,35934,3.10151319890179,3.10169475028368,0.016360637712684,2.7154220766152,1,1,0,1,1
"Alkaline phosphatase (0.0)",-0.0151726527734734,0.00193430872375047,0.0336362541715001,41746,-3.10017833945949,-3.1003344427625,0.0151726527734734,2.7134742095079,1,1,0,1,1
"Diagnoses - main ICD10 (I712)",-0.0146872013143272,0.00193803830091278,0.033666436945383,44535,-3.09960518419698,-3.09975144246021,0.0146872013143272,2.71263764435919,1,1,0,1,1
"Diagnoses - main ICD10 (N907)",-0.0146777122014444,0.001951182101407,0.033859927833769,44535,-3.09760230227712,-3.09774832212982,0.0146777122014444,2.70970219654828,1,1,0,1,1
"Diagnoses - ICD10 (S000 - S00.0 Superficial injury of scalp)",-0.0146736102208606,0.00195688923473806,0.0339241013640165,44535,-3.09673649098269,-3.09688240786107,0.0146736102208606,2.70843375589716,1,1,0,1,1
"Diagnoses - secondary ICD10 (Z139)",-0.0146719671557274,0.00195917954584104,0.0339289709041291,44535,-3.09638968674981,-3.096535562396,0.0146719671557274,2.707925761966,1,1,0,1,1
"Operative procedures - secondary OPCS4 (Y973 - Y97.3 Radiology with post contrast)",-0.0146654401952219,0.00196830196939824,0.0340520274111571,44535,-3.09501203152833,-3.09515774346523,0.0146654401952219,2.70590827298645,1,1,0,1,1
"Operative procedures - secondary OPCS4 (X301 - X30.1 Injection of Rh immune globulin)",-0.0146606065150225,0.00197508288739858,0.0341343649475179,44535,-3.09399177965917,-3.09413737044268,0.0146606065150225,2.70441467381754,1,1,0,1,1
"Diagnoses - ICD10 (S809 - S80.9 Superficial injury of lower leg, unspecified)",-0.0146550321276967,0.00198292952455983,0.0342233149573033,44535,-3.09281518584529,-3.09296063699989,0.0146550321276967,2.70269272081168,1,1,0,1,1
"Job involves shift work (0.0)",0.0171024259243037,0.00198428340794788,0.0342233149573033,32696,3.09262636046492,3.09282445392223,0.0171024259243037,2.70239629905797,1,1,0,1,1
"Diagnoses - ICD10 (S300 - S30.0 Contusion of lower back and pelvis)",-0.0146494682289808,0.00199078992010465,0.0343004977560888,44535,-3.09164080606892,-3.09178611795318,0.0146494682289808,2.70097456687015,1,1,0,1,1
"Diagnoses - main ICD10 (M6544)",-0.0146333185261662,0.00201376765927152,0.0346610264289496,44535,-3.08823206710441,-3.08837697528672,0.0146333185261662,2.69599063811063,1,1,0,1,1
"Operative procedures - secondary OPCS4 (X292 - X29.2 Continuous intravenous infusion of therapeutic substance NEC)",-0.0146296963803657,0.00201895453588447,0.0347089761074431,44535,-3.08746753625866,-3.08761235400713,0.0146296963803657,2.69487346066845,1,1,0,1,1
"Liking for garlic (0.0)",0.016815617200605,0.00202066470320501,0.0347089761074431,33703,3.08722798364739,3.08741931285431,0.016815617200605,2.69450574468788,1,1,0,1,1
"Liking for vinegar (0.0)",0.0168020847496668,0.00202636626060449,0.0347615372007623,33739,3.08639025124731,3.08658124555598,0.0168020847496668,2.69328205424558,1,1,0,1,1
"Diagnoses - main ICD10 (L031)",-0.0146213089187451,0.00203101239220232,0.0347615372007623,44535,-3.08569718455202,-3.08584179304696,0.0146213089187451,2.69228742674356,1,1,0,1,1
"Father's age at death (2.0)",-0.0159763514647126,0.00203341090384918,0.0347615372007623,37292,-3.08535349258703,-3.08552614180547,0.0159763514647126,2.69177485193624,1,1,0,1,1
"Diagnoses - secondary ICD10 (Z802)",-0.0146192251307421,0.00203401828571828,0.0347615372007623,44535,-3.0852573569559,-3.0854019134974,0.0146192251307421,2.69164514711099,1,1,0,1,1
"Diagnoses - ICD10 (Z802 - Z80.2 Family history of malignant neoplasm of other respiratory and intrathoracic organs)",-0.0146192251307421,0.00203401828571828,0.0347615372007623,44535,-3.0852573569559,-3.0854019134974,0.0146192251307421,2.69164514711099,1,1,0,1,1
"Operative procedures - OPCS4 (M432 - M43.2 Endoscopic hydrostatic distension of bladder)",-0.0146113285643938,0.00204544627372798,0.0348867384191816,44535,-3.08359061960881,-3.08373497939314,0.0146113285643938,2.68921192331785,1,1,0,1,1
"Diagnoses - secondary ICD10 (M239)",-0.0146113077186517,0.00204547651969143,0.0348867384191816,44535,-3.08358621967453,-3.08373057893972,0.0146113077186517,2.68920550146357,1,1,0,1,1
"Operative procedures - main OPCS4 (A021 - A02.1 Excision of lesion of tissue of frontal lobe of brain)",-0.0146079383663637,0.00205037065144719,0.0349349227544761,44535,-3.08287504672695,-3.08301932209744,0.0146079383663637,2.68816762317465,1,1,0,1,1
"Histology of cancer tumour (8720.0)",-0.0146053374574188,0.00205415593027766,0.0349641359705023,44535,-3.08232607002127,-3.08247028065477,0.0146053374574188,2.68736659234108,1,1,0,1,1
"Underlying (primary) cause of death: ICD10 (I619 - I61.9 Intracerebral haemorrhage, unspecified)",-0.0146010637286251,0.00206038970139819,0.0350349245801696,44535,-3.0814240094846,-3.0815681137897,0.0146010637286251,2.68605062955302,1,1,0,1,1
"Diagnoses - secondary ICD10 (E119)",-0.0145944077618792,0.0020701328345076,0.0351651840147493,44535,-3.08001912764344,-3.0801630664633,0.0145944077618792,2.68400178621326,1,1,0,1,1
"Operative procedures - main OPCS4 (X714 - X71.4 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 9)",-0.0145900751627064,0.00207649766703258,0.0352337464278528,44535,-3.07910464156517,-3.07924847273833,0.0145900751627064,2.68266855248834,1,1,0,1,1
"Operative procedures - main OPCS4 (T872 - T87.2 Excision or biopsy of cervical lymph node NEC)",-0.0145888217124431,0.00207834240107441,0.0352337464278528,44535,-3.07884007457513,-3.07898387461618,0.0145888217124431,2.68228290208811,1,1,0,1,1
"Diagnoses - secondary ICD10 (D036)",-0.0145866363289516,0.00208156228006715,0.0352529379126719,44535,-3.07837880353765,-3.07852254931158,0.0145866363289516,2.68161059054955,1,1,0,1,1
"Diagnoses - secondary ICD10 (R33)",-0.0145846378680531,0.00208451075744226,0.0352674991376879,44535,-3.07795698646103,-3.07810068262233,0.0145846378680531,2.68099585928762,1,1,0,1,1
"Treatment/medication code (1141164828.0 - adcal-d3 1.5g/10micrograms chewable tablet)",-0.0145820186396196,0.00208838089949302,0.0352976090970367,44535,-3.07740414341697,-3.07754777457351,0.0145820186396196,2.68019028753694,1,1,0,1,1
"Diagnoses - main ICD10 (M545)",-0.0145794331034198,0.0020922077209935,0.0353269273689753,44535,-3.0768584118663,-3.07700197887495,0.0145794331034198,2.67939519953572,1,1,0,1,1
"Diagnoses - secondary ICD10 (I471)",-0.0145751645727777,0.00209853959884122,0.0353984426837503,44535,-3.07595744919021,-3.07610091034047,0.0145751645727777,2.67808283136268,1,1,0,1,1
"Liking for salami (0.0)",0.0169927847989159,0.0021013790798532,0.0354109638356499,32755,3.07556759806827,3.07576259708836,0.0169927847989159,2.67749559564827,1,1,0,1,1
"General happiness (0.0)",0.0167914224571331,0.00210991183997427,0.0355193035074432,33519,3.07435773360551,3.07454809880032,0.0167914224571331,2.67573569077462,1,1,0,1,1
"Ever had bowel cancer screening (2.0)",0.0146678405973365,0.00213178409405312,0.0358517673586523,43840,3.07126819757982,3.07141337444676,0.0146678405973365,2.67125678252985,1,1,0,1,1
"Operative procedures - secondary OPCS4 (Z246 - Z24.6 Lung)",-0.0145515163308467,0.00213393857880635,0.0358522914459157,44535,-3.07096599511532,-3.07110887081121,0.0145515163308467,2.67081808503777,1,1,0,1,1
"Diagnoses - ICD10 (I442 - I44.2 Atrioventricular block, complete)",-0.014547442028132,0.00214009239422327,0.0359199404338568,44535,-3.07010602900294,-3.07024880400585,0.014547442028132,2.66956747644748,1,1,0,1,1
"Treatment/medication code (1140881446.0 - proctosedyl ointment)",-0.0145345404965795,0.00215968632646057,0.0361843229493666,44535,-3.06738289378938,-3.06752535027806,0.0145345404965795,2.66560932133963,1,1,0,1,1
"Diagnoses - secondary ICD10 (H613)",-0.0145332834223426,0.00216160424824864,0.0361843229493666,44535,-3.06711756231288,-3.06725998779412,0.0145332834223426,2.66522381479265,1,1,0,1,1
"Diagnoses - secondary ICD10 (I482)",-0.0145328452517316,0.00216227313330832,0.0361843229493666,44535,-3.06702507735941,-3.06716749203373,0.0145328452517316,2.66508944784969,1,1,0,1,1
